Strain,AMR_gene,Locus_tag,Category
Staphylococcus_Zed,tet(M),MBBGEAON_01054,Accessory
Staphylococcus_Zed,dfrG,MBBGEAON_01062,Accessory
Staphylococcus_Zed,erm(A),MBBGEAON_02332,Accessory
Staphylococcus_Zed,ant(9)-Ia,MBBGEAON_02333,Accessory
Staphylococcus_Zed,aac(6')-Ie/aph(2'')-Ia,MBBGEAON_02784,Accessory
Staphylococcus_Zed,aph(3')-IIIa,MBBGEAON_02791,Accessory
Staphylococcus_Zed,sat4,NA,Unknown
Staphylococcus_Zed,ant(6)-Ia,NA,Unknown
Staphylococcus_V605,ant(9)-Ia,IOKAHMLN_00045,Accessory
Staphylococcus_V605,erm(A),IOKAHMLN_00046,Accessory
Staphylococcus_V605,tet(K),IOKAHMLN_00066,Accessory
Staphylococcus_V605,mecA,IOKAHMLN_00074,Accessory
Staphylococcus_V605,mecR1,IOKAHMLN_00075,Accessory
Staphylococcus_V605,mecI,NA,Unknown
Staphylococcus_V605,tet(M),IOKAHMLN_00468,Accessory
Staphylococcus_V605,dfrG,IOKAHMLN_00477,Accessory
Staphylococcus_V605,erm(A),IOKAHMLN_01747,Accessory
Staphylococcus_V605,ant(9)-Ia,IOKAHMLN_01748,Accessory
Staphylococcus_V605,aac(6')-Ie/aph(2'')-Ia,IOKAHMLN_02208,Accessory
Staphylococcus_V605,aph(3')-IIIa,IOKAHMLN_02214,Accessory
Staphylococcus_V605,sat4,NA,Unknown
Staphylococcus_V605,ant(6)-Ia,NA,Unknown
Staphylococcus_V605,fosB,IOKAHMLN_02617,Core
Staphylococcus_V605,blaI,IOKAHMLN_02867,Accessory
Staphylococcus_V605,blaR1,IOKAHMLN_02868,Accessory
Staphylococcus_V605,blaPC1,IOKAHMLN_02869,Accessory
Staphylococcus_V605,mupA,IOKAHMLN_03033,Accessory
Staphylococcus_TUM,erm(A),CHANDLAF_00321,Accessory
Staphylococcus_TUM,ant(9)-Ia,CHANDLAF_00322,Accessory
Staphylococcus_TUM,aac(6')-Ie/aph(2'')-Ia,CHANDLAF_00717,Accessory
Staphylococcus_TUM,fosB,CHANDLAF_01112,Core
Staphylococcus_TUM,ant(9)-Ia,CHANDLAF_01283,Accessory
Staphylococcus_TUM,erm(A),CHANDLAF_01284,Accessory
Staphylococcus_TUM,mecI,CHANDLAF_01295,Accessory
Staphylococcus_TUM,mecR1,CHANDLAF_01296,Accessory
Staphylococcus_TUM,mecA,CHANDLAF_01297,Accessory
Staphylococcus_TUM,tet(M),CHANDLAF_01923,Accessory
Staphylococcus_IDSA1,mecA,OCGHGCPD_00046,Accessory
Staphylococcus_IDSA1,mecR1,OCGHGCPD_00047,Accessory
Staphylococcus_IDSA1,mecI,NA,Unknown
Staphylococcus_IDSA1,tet(M),OCGHGCPD_00440,Accessory
Staphylococcus_IDSA1,dfrG,OCGHGCPD_00448,Accessory
Staphylococcus_IDSA1,erm(A),OCGHGCPD_01759,Accessory
Staphylococcus_IDSA1,ant(9)-Ia,OCGHGCPD_01760,Accessory
Staphylococcus_IDSA1,aac(6')-Ie/aph(2'')-Ia,OCGHGCPD_02219,Accessory
Staphylococcus_IDSA1,aph(3')-IIIa,OCGHGCPD_02226,Accessory
Staphylococcus_IDSA1,sat4,NA,Unknown
Staphylococcus_IDSA1,ant(6)-Ia,NA,Unknown
Staphylococcus_IDSA1,fosB,OCGHGCPD_02629,Core
Staphylococcus_IDSA1,blaI,OCGHGCPD_02877,Accessory
Staphylococcus_IDSA1,blaR1,OCGHGCPD_02878,Accessory
Staphylococcus_IDSA1,blaPC1,OCGHGCPD_02879,Accessory
Staphylococcus_SA0413Rev,mecA,LEIKEEFP_00035,Accessory
Staphylococcus_SA0413Rev,mecR1,LEIKEEFP_00036,Accessory
Staphylococcus_SA0413Rev,aac(6')-Ie/aph(2'')-Ia,LEIKEEFP_00728,Accessory
Staphylococcus_SA0413Rev,fosB,LEIKEEFP_02549,Core
Staphylococcus_SA0413Rev,tet(K),LEIKEEFP_02932,Accessory
Staphylococcus_SA0413Rev,catA,LEIKEEFP_02936,Accessory
Staphylococcus_SA0413Rev,erm(C),LEIKEEFP_02938,Accessory
Staphylococcus_DSM_20231,fosB,LAFHCLPK_02208,Core
Staphylococcus_Z0118SA0043,ant(9)-Ia,PIFHNEHM_00045,Accessory
Staphylococcus_Z0118SA0043,erm(A),PIFHNEHM_00046,Accessory
Staphylococcus_Z0118SA0043,tet(K),PIFHNEHM_00067,Accessory
Staphylococcus_Z0118SA0043,mecA,PIFHNEHM_00075,Accessory
Staphylococcus_Z0118SA0043,mecR1,PIFHNEHM_00076,Accessory
Staphylococcus_Z0118SA0043,mecI,NA,Unknown
Staphylococcus_Z0118SA0043,tet(M),PIFHNEHM_00413,Accessory
Staphylococcus_Z0118SA0043,dfrG,PIFHNEHM_00423,Accessory
Staphylococcus_Z0118SA0043,erm(A),PIFHNEHM_01630,Accessory
Staphylococcus_Z0118SA0043,ant(9)-Ia,NA,Unknown
Staphylococcus_Z0118SA0043,aac(6')-Ie/aph(2'')-Ia,PIFHNEHM_02007,Accessory
Staphylococcus_Z0118SA0043,fosB,PIFHNEHM_02410,Core
Staphylococcus_Z0118SA0043,blaI,PIFHNEHM_02727,Accessory
Staphylococcus_Z0118SA0043,blaR1,PIFHNEHM_02728,Accessory
Staphylococcus_Z0118SA0043,blaPC1,PIFHNEHM_02729,Accessory
Staphylococcus_FDAARGOS_773,fosB,BDAHAJFJ_01975,Core
Staphylococcus_FDAARGOS_773,tet(K),NA,Unknown
Staphylococcus_V521,ant(9)-Ia,ACGGBPCA_00045,Accessory
Staphylococcus_V521,erm(A),ACGGBPCA_00046,Accessory
Staphylococcus_V521,tet(K),ACGGBPCA_00066,Accessory
Staphylococcus_V521,mecA,ACGGBPCA_00074,Accessory
Staphylococcus_V521,mecR1,ACGGBPCA_00075,Accessory
Staphylococcus_V521,mecI,NA,Unknown
Staphylococcus_V521,tet(M),ACGGBPCA_00473,Accessory
Staphylococcus_V521,dfrG,ACGGBPCA_00481,Accessory
Staphylococcus_V521,erm(A),ACGGBPCA_01694,Accessory
Staphylococcus_V521,ant(9)-Ia,ACGGBPCA_01695,Accessory
Staphylococcus_V521,aac(6')-Ie/aph(2'')-Ia,ACGGBPCA_02221,Accessory
Staphylococcus_V521,aph(3')-IIIa,ACGGBPCA_02227,Accessory
Staphylococcus_V521,sat4,NA,Unknown
Staphylococcus_V521,ant(6)-Ia,NA,Unknown
Staphylococcus_V521,fosB,ACGGBPCA_02627,Core
Staphylococcus_V521,blaI,ACGGBPCA_02878,Accessory
Staphylococcus_V521,blaR1,ACGGBPCA_02879,Accessory
Staphylococcus_V521,blaPC1,ACGGBPCA_02880,Accessory
Staphylococcus_V521,qacA,NA,Unknown
Staphylococcus_M48,mecA,CDJMFDGG_00033,Accessory
Staphylococcus_M48,mecR1,CDJMFDGG_00034,Accessory
Staphylococcus_M48,mecI,NA,Unknown
Staphylococcus_M48,tet(M),CDJMFDGG_00434,Accessory
Staphylococcus_M48,dfrG,CDJMFDGG_00442,Accessory
Staphylococcus_M48,erm(A),CDJMFDGG_01644,Accessory
Staphylococcus_M48,ant(9)-Ia,CDJMFDGG_01645,Accessory
Staphylococcus_M48,aac(6')-Ie/aph(2'')-Ia,CDJMFDGG_02177,Accessory
Staphylococcus_M48,aph(3')-IIIa,CDJMFDGG_02183,Accessory
Staphylococcus_M48,sat4,NA,Unknown
Staphylococcus_M48,ant(6)-Ia,NA,Unknown
Staphylococcus_M48,fosB,CDJMFDGG_02586,Core
Staphylococcus_M48,blaR1,NA,Unknown
Staphylococcus_M48,blaPC1,CDJMFDGG_02843,Accessory
Staphylococcus_NCTC_8325,fosB,HLMDJBAP_02329,Core
Staphylococcus_Gv88,catA,APDFIDGF_02913,Accessory
Staphylococcus_Gv88,ant(9)-Ia,NA,Unknown
Staphylococcus_Gv88,erm(A),APDFIDGF_00046,Accessory
Staphylococcus_Gv88,mecA,APDFIDGF_00068,Accessory
Staphylococcus_Gv88,mecR1,APDFIDGF_00069,Accessory
Staphylococcus_Gv88,mecI,NA,Unknown
Staphylococcus_Gv88,ant(6)-Ia,APDFIDGF_00369,Accessory
Staphylococcus_Gv88,sat4,APDFIDGF_00370,Accessory
Staphylococcus_Gv88,aph(3')-IIIa,APDFIDGF_00371,Accessory
Staphylococcus_Gv88,tet(M),APDFIDGF_00421,Accessory
Staphylococcus_Gv88,erm(A),APDFIDGF_01786,Accessory
Staphylococcus_Gv88,ant(9)-Ia,NA,Unknown
Staphylococcus_Gv88,aac(6')-Ie/aph(2'')-Ia,APDFIDGF_02235,Accessory
Staphylococcus_Gv88,fosB,APDFIDGF_02514,Core
Staphylococcus_Gv88,blaI,APDFIDGF_02764,Accessory
Staphylococcus_Gv88,blaR1,APDFIDGF_02765,Accessory
Staphylococcus_Gv88,blaPC1,APDFIDGF_02766,Accessory
Staphylococcus_Z0118SA0044,ant(9)-Ia,JJDKMLJM_00045,Accessory
Staphylococcus_Z0118SA0044,erm(A),JJDKMLJM_00046,Accessory
Staphylococcus_Z0118SA0044,tet(K),JJDKMLJM_00067,Accessory
Staphylococcus_Z0118SA0044,mecA,JJDKMLJM_00075,Accessory
Staphylococcus_Z0118SA0044,mecR1,JJDKMLJM_00076,Accessory
Staphylococcus_Z0118SA0044,mecI,NA,Unknown
Staphylococcus_Z0118SA0044,tet(M),JJDKMLJM_00413,Accessory
Staphylococcus_Z0118SA0044,dfrG,JJDKMLJM_00423,Accessory
Staphylococcus_Z0118SA0044,erm(A),JJDKMLJM_01631,Accessory
Staphylococcus_Z0118SA0044,ant(9)-Ia,JJDKMLJM_01632,Accessory
Staphylococcus_Z0118SA0044,aac(6')-Ie/aph(2'')-Ia,JJDKMLJM_02007,Accessory
Staphylococcus_Z0118SA0044,fosB,JJDKMLJM_02409,Core
Staphylococcus_Z0118SA0044,blaI,JJDKMLJM_02725,Accessory
Staphylococcus_Z0118SA0044,blaR1,JJDKMLJM_02726,Accessory
Staphylococcus_Z0118SA0044,blaPC1,JJDKMLJM_02727,Accessory
Staphylococcus_BPH2947,ant(9)-Ia,HIFIFJJJ_00045,Accessory
Staphylococcus_BPH2947,erm(A),HIFIFJJJ_00046,Accessory
Staphylococcus_BPH2947,tet(K),HIFIFJJJ_00070,Accessory
Staphylococcus_BPH2947,mecA,HIFIFJJJ_00078,Accessory
Staphylococcus_BPH2947,mecR1,HIFIFJJJ_00079,Accessory
Staphylococcus_BPH2947,mecI,NA,Unknown
Staphylococcus_BPH2947,tet(M),HIFIFJJJ_00474,Accessory
Staphylococcus_BPH2947,dfrG,HIFIFJJJ_00482,Accessory
Staphylococcus_BPH2947,erm(A),HIFIFJJJ_01682,Accessory
Staphylococcus_BPH2947,ant(9)-Ia,HIFIFJJJ_01683,Accessory
Staphylococcus_BPH2947,aac(6')-Ie/aph(2'')-Ia,HIFIFJJJ_02143,Accessory
Staphylococcus_BPH2947,aph(3')-IIIa,HIFIFJJJ_02149,Accessory
Staphylococcus_BPH2947,sat4,HIFIFJJJ_02150,Accessory
Staphylococcus_BPH2947,ant(6)-Ia,NA,Unknown
Staphylococcus_BPH2947,fosB,HIFIFJJJ_02549,Core
Staphylococcus_BPH2947,blaI,HIFIFJJJ_02798,Accessory
Staphylococcus_BPH2947,blaR1,HIFIFJJJ_02799,Accessory
Staphylococcus_BPH2947,blaPC1,HIFIFJJJ_02800,Accessory
Staphylococcus_BPH2947,qacA,HIFIFJJJ_02977,Accessory
Staphylococcus_ATCC_12600,fosB,LGMDHDGL_02206,Core
Staphylococcus_Gv51,ant(9)-Ia,NA,Unknown
Staphylococcus_Gv51,erm(A),MOAALIGH_00046,Accessory
Staphylococcus_Gv51,mecA,MOAALIGH_00068,Accessory
Staphylococcus_Gv51,mecR1,MOAALIGH_00069,Accessory
Staphylococcus_Gv51,mecI,NA,Unknown
Staphylococcus_Gv51,ant(6)-Ia,MOAALIGH_00367,Accessory
Staphylococcus_Gv51,sat4,MOAALIGH_00368,Accessory
Staphylococcus_Gv51,aph(3')-IIIa,MOAALIGH_00369,Accessory
Staphylococcus_Gv51,tet(M),MOAALIGH_00418,Accessory
Staphylococcus_Gv51,ant(9)-Ia,NA,Unknown
Staphylococcus_Gv51,aac(6')-Ie/aph(2'')-Ia,MOAALIGH_02234,Accessory
Staphylococcus_Gv51,fosB,MOAALIGH_02513,Core
Staphylococcus_Gv51,blaI,MOAALIGH_02764,Accessory
Staphylococcus_Gv51,blaR1,MOAALIGH_02765,Accessory
Staphylococcus_Gv51,blaPC1,MOAALIGH_02766,Accessory
Staphylococcus_Gv51,catA,MOAALIGH_02916,Accessory
Staphylococcus_CUBIST-27,bleO,HIFGLBON_00033,Accessory
Staphylococcus_CUBIST-27,aadD1,HIFGLBON_00034,Accessory
Staphylococcus_CUBIST-27,mupA,NA,Unknown
Staphylococcus_CUBIST-27,qacC,HIFGLBON_00045,Accessory
Staphylococcus_CUBIST-27,dfrS1,HIFGLBON_00049,Accessory
Staphylococcus_CUBIST-27,aac(6')-Ie/aph(2'')-Ia,HIFGLBON_00053,Accessory
Staphylococcus_CUBIST-27,bleO,HIFGLBON_00067,Accessory
Staphylococcus_CUBIST-27,aadD1,NA,Unknown
Staphylococcus_CUBIST-27,mecA,HIFGLBON_00073,Accessory
Staphylococcus_CUBIST-27,mecR1,HIFGLBON_00074,Accessory
Staphylococcus_CUBIST-27,mecI,HIFGLBON_00075,Accessory
Staphylococcus_CUBIST-27,erm(A),HIFGLBON_00083,Accessory
Staphylococcus_CUBIST-27,ant(9)-Ia,HIFGLBON_00084,Accessory
Staphylococcus_CUBIST-27,erm(A),HIFGLBON_01837,Accessory
Staphylococcus_CUBIST-27,ant(9)-Ia,HIFGLBON_01838,Accessory
Staphylococcus_CUBIST-27,erm(A),HIFGLBON_02309,Accessory
Staphylococcus_CUBIST-27,ant(9)-Ia,HIFGLBON_02310,Accessory
Staphylococcus_CUBIST-27,blaZ,HIFGLBON_02430,Accessory
Staphylococcus_CUBIST-27,blaR1,HIFGLBON_02431,Accessory
Staphylococcus_CUBIST-27,blaI,HIFGLBON_02432,Accessory
Staphylococcus_CUBIST-27,fosB,HIFGLBON_02609,Core
Staphylococcus_2010N21-057,mecA,BBJEMHPP_00054,Accessory
Staphylococcus_2010N21-057,mecR1,BBJEMHPP_00055,Accessory
Staphylococcus_2010N21-057,mecI,NA,Unknown
Staphylococcus_2010N21-057,blaPC1,BBJEMHPP_00172,Accessory
Staphylococcus_2010N21-057,blaR1,BBJEMHPP_00173,Accessory
Staphylococcus_2010N21-057,blaI,BBJEMHPP_00174,Accessory
Staphylococcus_2010N21-057,tet(M),BBJEMHPP_00450,Accessory
Staphylococcus_2010N21-057,dfrG,BBJEMHPP_00458,Accessory
Staphylococcus_2010N21-057,erm(A),BBJEMHPP_01663,Accessory
Staphylococcus_2010N21-057,ant(9)-Ia,BBJEMHPP_01664,Accessory
Staphylococcus_2010N21-057,aac(6')-Ie/aph(2'')-Ia,BBJEMHPP_02121,Accessory
Staphylococcus_2010N21-057,aph(3')-IIIa,BBJEMHPP_02127,Accessory
Staphylococcus_2010N21-057,sat4,BBJEMHPP_02128,Accessory
Staphylococcus_2010N21-057,ant(6)-Ia,NA,Unknown
Staphylococcus_2010N21-057,fosB,BBJEMHPP_02482,Core
Staphylococcus_2010N21-057,blaI,BBJEMHPP_02731,Accessory
Staphylococcus_2010N21-057,blaR1,BBJEMHPP_02732,Accessory
Staphylococcus_2010N21-057,blaPC1,BBJEMHPP_02733,Accessory
Staphylococcus_2010N21-057,blaI,BBJEMHPP_02903,Accessory
Staphylococcus_2010N21-057,blaR1,BBJEMHPP_02904,Accessory
Staphylococcus_2010N21-057,blaPC1,BBJEMHPP_02905,Accessory
Staphylococcus_2010N21-057,qacA,BBJEMHPP_02910,Accessory
Staphylococcus_Taliyah,erm(C),NA,Unknown
Staphylococcus_Taliyah,ant(9)-Ia,CNKKAILI_00264,Accessory
Staphylococcus_Taliyah,erm(A),CNKKAILI_00265,Accessory
Staphylococcus_Taliyah,mecA,CNKKAILI_00289,Accessory
Staphylococcus_Taliyah,mecR1,CNKKAILI_00290,Accessory
Staphylococcus_Taliyah,mecI,NA,Unknown
Staphylococcus_Taliyah,blaPC1,CNKKAILI_00513,Accessory
Staphylococcus_Taliyah,blaR1,CNKKAILI_00514,Accessory
Staphylococcus_Taliyah,blaI,CNKKAILI_00515,Accessory
Staphylococcus_Taliyah,fosB,CNKKAILI_00762,Core
Staphylococcus_Taliyah,ant(6)-Ia,NA,Unknown
Staphylococcus_Taliyah,sat4,NA,Unknown
Staphylococcus_Taliyah,aph(3')-IIIa,CNKKAILI_01117,Accessory
Staphylococcus_Taliyah,aac(6')-Ie/aph(2'')-Ia,CNKKAILI_01124,Accessory
Staphylococcus_Taliyah,ant(9)-Ia,CNKKAILI_01577,Accessory
Staphylococcus_Taliyah,erm(A),CNKKAILI_01578,Accessory
Staphylococcus_Taliyah,dfrG,CNKKAILI_02855,Accessory
Staphylococcus_Taliyah,tet(M),CNKKAILI_02863,Accessory
Staphylococcus_Taliyah,qacA,CNKKAILI_03152,Accessory
Staphylococcus_Taliyah,qacA,CNKKAILI_03174,Accessory
Staphylococcus_Taliyah,erm(C),CNKKAILI_03011,Accessory
Staphylococcus_Taliyah,tet(M),NA,Unknown
